file,statements,missed,coverage,test_success,ntests,npassed,nfailed,nerrors,messages,assert_errors,raise_errors,other_errors,type_errors,value_errors,index_errors,zerodiv_errors
data/conceptual_prompting/testdirs/conceptual_prompting00/answer.py,21,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting01/answer.py,9,5,44,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting02/answer.py,26,0,100,True,6,6.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting03/answer.py,19,3,84,True,6,6.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting04/answer.py,24,12,50,False,3,2.0,0.0,1.0,"E           ValueError: Number of informative, redundant and repeated features must sum to less than the number of total features",0,0,0,0,1,0,0
data/conceptual_prompting/testdirs/conceptual_prompting05/answer.py,7,0,100,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting06/answer.py,8,3,62,False,1,0.0,1.0,0.0,">       assert pytest.approx(result, rel=1e-3) == 59564.97E       assert 60202.716344497014 ± 6.0e+01 == 59564.97",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting07/answer.py,7,0,100,False,4,2.0,2.0,0.0,>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>,0,2,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting08/answer.py,16,0,100,True,7,7.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting09/answer.py,9,0,100,False,1,0.0,1.0,0.0,">       assert pytest.approx(calculate_velocity(radius, time_period), 3.1416)E       AssertionError: approx() is not supported in a boolean context.",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting10/answer.py,10,0,100,False,4,2.0,2.0,0.0,>       assert result == expectedE       assert False == True;>       assert result == expectedE       assert False == True,2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting11/answer.py,12,0,100,True,7,7.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting12/answer.py,11,5,55,False,1,0.0,1.0,0.0,>       assert pytest.approx(result) == expected_forceE       assert 1.98049223909...e+20 ± 2.0e+14 == 1.982e+20,1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting13/answer.py,13,0,100,False,4,0.0,4.0,0.0,">       assert round(max_height, 2) == 10.20E       assert 10.19 == 10.2;>       assert round(time_of_flight, 2) == 2.04E       assert -2.88 == 2.04;>       assert round(horizontal_range, 2) == 40.41E       assert -40.77 == 40.41;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>",3,1,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting14/answer.py,23,10,57,False,2,0.0,2.0,0.0,">               table[i][j] = sum((a == a_categ) & (b == b_categ))E               TypeError: 'bool' object is not iterable;>       assert pytest.approx(chi2, 0.2)E       AssertionError: approx() is not supported in a boolean context.",1,0,0,1,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting15/answer.py,23,0,100,True,2,2.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting16/answer.py,11,5,55,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting17/answer.py,22,1,95,True,5,5.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting18/answer.py,13,1,92,False,2,1.0,1.0,0.0,">       assert np.isclose(overlap, 0.4)E       assert False",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting19/answer.py,5,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting20/answer.py,28,5,82,False,4,3.0,1.0,0.0,">       assert predecessor == {'a': None, 'b': 'a', 'c': 'b', 'd': 'c'}E       AssertionError: assert {'a': None, '...'b', 'd': 'b'} == {'a': None, '...'b', 'd': 'c'}",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting21/answer.py,11,4,64,False,1,0.0,1.0,0.0,>           assert pytest.approx(result) == expected_diversity_indexE           assert 0.7090000000000001 ± 7.1e-07 == 0.7386978417266187,1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting22/answer.py,10,4,60,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting23/answer.py,11,2,82,False,2,1.0,1.0,0.0,">       assert math.isclose(energy_level(1, 2), 1.635e-19, rel_tol=1e-9), ""Energy difference for n1=1, n2=2 is incorrect""E       AssertionError: Energy difference for n1=1, n2=2 is incorrect",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting24/answer.py,60,27,55,False,5,3.0,2.0,0.0,">       came_from = {grid[2][1]: grid[1][1], grid[1][1]: grid[0][1], grid[0][1]: grid[0][0]}E       TypeError: unhashable type: 'Node';>   g_score = {node: float(""inf"") for row in grid for node in row}E   TypeError: unhashable type: 'Node'",0,0,0,2,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting25/answer.py,19,9,53,False,2,1.0,1.0,0.0,">       assert np.isclose(t_statistic, -1.8551, atol=1e-4, rtol=1e-4)E       assert False",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting26/answer.py,13,0,100,False,2,0.0,2.0,0.0,">       assert math.isclose(result, 520.986, rel_tol=1e-3)E       assert False;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>",1,1,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting27/answer.py,30,9,70,False,3,2.0,1.0,0.0,">       assert stack == [1, 0]E       assert [0, 1] == [1, 0]",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting28/answer.py,28,0,100,False,2,1.0,1.0,0.0,">       assert pytest.approx(information_gain(x, y, 0), abs=1e-6) == 0.01997E       assert 0.9709505944546686 ± 1.0e-06 == 0.01997",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting29/answer.py,8,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting30/answer.py,14,4,71,False,1,0.0,1.0,0.0,">       assert pytest.approx(gini_coefficient(dataset2), 0.2381)E       AssertionError: approx() is not supported in a boolean context.",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting31/answer.py,15,0,100,True,5,5.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting32/answer.py,10,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting33/answer.py,5,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting34/answer.py,27,0,100,False,3,2.0,1.0,0.0,">       assert results[0] == (135, 13)E       assert (135, 15) == (135, 13)",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting35/answer.py,26,3,88,True,5,5.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting36/answer.py,8,0,100,False,4,3.0,1.0,0.0,>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>,0,1,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting37/answer.py,9,0,100,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting38/answer.py,4,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting39/answer.py,11,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting40/answer.py,31,10,68,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting41/answer.py,22,0,100,True,5,5.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting42/answer.py,31,15,52,False,2,0.0,2.0,0.0,">       np.testing.assert_array_almost_equal(lotka_volterra_function(state, t, alpha, beta, gamma, delta), expected)E       AssertionError:;>       np.testing.assert_array_almost_equal(simulate_predator_prey(initial_population, timesteps, alpha, beta, gamma, delta), expected)E       AssertionError:",2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting43/answer.py,10,0,100,False,7,2.0,5.0,0.0,>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>;>       assert round(pressure) == 101325  # Standard atmospheric pressure in Pascals (Pa)E       assert 101389 == 101325,1,4,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting44/answer.py,23,4,83,False,2,1.0,1.0,0.0,>       assert check_bipartite(graph2) == FalseE       AssertionError: assert True == False,1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting45/answer.py,7,0,100,False,1,0.0,1.0,0.0,">       assert pytest.approx(1463.14, abs=1e-2) == speed_of_sound_waterE       assert 1463.14 ± 1.0e-02 == 1466.287829861518",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting46/answer.py,9,4,56,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting47/answer.py,22,0,100,False,5,4.0,1.0,0.0,">       assert longest_common_subsequence(X, Y) == resultE       AssertionError: assert 'SS' == 'SYS'",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting48/answer.py,17,4,76,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting49/answer.py,7,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting50/answer.py,6,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting51/answer.py,11,0,100,True,6,6.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting52/answer.py,15,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting53/answer.py,30,0,100,False,3,2.0,1.0,0.0,>       assert plants[0].growth_rate == pytest.approx(0.78200000000)E       assert 0.7721146403084233 == 0.782 ± 7.8e-07,1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting54/answer.py,55,14,75,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting55/answer.py,26,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting56/answer.py,12,0,100,False,5,4.0,1.0,0.0,">       assert round(pearson_correlation(x, y), 2) == 0.24E       assert 0.66 == 0.24",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting57/answer.py,4,0,100,False,4,2.0,2.0,0.0,">       assert ecological_footprint(consumption_rates, biocapacity) == 0.4E       AssertionError: assert 0.3999999999999999 == 0.4;>       assert ecological_footprint(consumption_rates, biocapacity) == -0.5E       AssertionError: assert -0.4999999999999998 == -0.5",2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting58/answer.py,5,0,100,False,1,0.0,1.0,0.0,">       assert work_done(50, 10, 90) == 0E       assert 3.061616997868383e-14 == 0",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting59/answer.py,11,0,100,False,2,0.0,2.0,0.0,">       np.testing.assert_almost_equal(y_values, expected_y_values)E       AssertionError:;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>",1,1,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting60/answer.py,5,0,100,False,5,0.0,5.0,0.0,">       assert effective_population_size(1000, 0.5, 1) == 333E       assert 998 == 333;>       assert effective_population_size(census_population_size, sex_ratio, variance_reproductive_success) == expectedE       assert 998 == 333;>       assert effective_population_size(census_population_size, sex_ratio, variance_reproductive_success) == expectedE       assert 4780 == 1063;>       assert effective_population_size(census_population_size, sex_ratio, variance_reproductive_success) == expectedE       assert 1976 == 546;>       assert effective_population_size(census_population_size, sex_ratio, variance_reproductive_success) == expectedE       assert 87 == 21",5,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting61/answer.py,10,6,40,False,1,0.0,1.0,0.0,">       assert round(cobb_douglas(10, 20, 0.3, 0.7), 6) == 14.142136E       assert 16.245048 == 14.142136",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting62/answer.py,26,1,96,False,2,0.0,2.0,0.0,">       assert predecessors == {'A': None, 'B': 'A', 'C': 'B', 'D': 'C'}E       AssertionError: assert {'A': None, '...'A', 'D': 'B'} == {'A': None, '...'B', 'D': 'C'};>       assert shortest_path(sample_graph, 'A', 'D') == ['A', 'B', 'C', 'D']E       AssertionError: assert ['A', 'B', 'D'] == ['A', 'B', 'C', 'D']",2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting63/answer.py,8,3,62,False,4,2.0,2.0,0.0,">       assert pytest.approx(entropy(prob_dist), 0.9709)E       AssertionError: approx() is not supported in a boolean context.;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>",1,1,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting64/answer.py,8,0,100,False,1,0.0,1.0,0.0,>       assert result == pytest.approx(expected)E       assert 5052.150000000001 == 5091.15 ± 5.1e-03,1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting65/answer.py,15,0,100,True,5,5.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting66/answer.py,13,0,100,False,1,0.0,1.0,0.0,">       assert round(t_stat, 2) == -4.18E       assert -5.51 == -4.18",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting67/answer.py,26,10,62,True,3,3.0,0.0,0.0,">       assert captured.out == ""A B D E C F ""E       AssertionError: assert 'A C F B D E ' == 'A B D E C F '",0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting68/answer.py,5,0,100,False,3,0.0,3.0,0.0,>       assert pytest.approx(computed_wavelength) == expected_wavelengthE       assert 4.80320471364...e-11 ± 1.0e-12 == 4.804351820101201e-07;>       assert pytest.approx(computed_wavelength) == expected_wavelengthE       assert 4.80320471364...e-11 ± 1.0e-12 == 4.804351820101201e-07;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>,2,1,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting69/answer.py,11,4,64,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting70/answer.py,15,0,100,False,1,0.0,1.0,0.0,">       assert knap_sack(max_weight, weights, values, item_count) == 80E       assert 120 == 80",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting71/answer.py,20,0,100,True,2,2.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting72/answer.py,11,0,100,True,2,2.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting73/answer.py,18,0,100,False,2,1.0,1.0,0.0,>       assert accuracy2 == 0.5E       assert 0.75 == 0.5,1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting74/answer.py,3,0,100,False,3,1.0,2.0,0.0,">       assert round(result, 6) == pytest.approx(expected_npv)E       assert 815.927874 == 1892.344498 ± 1.9e-03;>       assert round(result, 6) == pytest.approx(expected_npv)E       assert -270.165209 == 506.331674 ± 5.1e-04",2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting75/answer.py,7,0,100,False,1,0.0,1.0,0.0,">       assert carrying_capacity(0.1, 100, 1000) == 90.0E       assert 9.0 == 90.0",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting76/answer.py,36,0,100,False,5,2.0,3.0,0.0,">       assert huff_tree == [5, ['a', '0'], ['c', '10'], ['b', '11']]E       AssertionError: assert [5, ['c', '0'..., ['a', '11']] == [5, ['a', '0'..., ['b', '11']];>       assert compressed_data == ""0010110""E       AssertionError: assert '00111010' == '0010110';>       assert huff_dict == {'a': '0', 'c': '10', 'b': '11'}E       AssertionError: assert {'a': '11', '...10', 'c': '0'} == {'a': '0', 'b...1', 'c': '10'}",3,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting77/answer.py,3,0,100,False,3,0.0,3.0,0.0,">       assert round(result, 2) == round(expected_population, 2)E       assert 1171.57 == 1333.33;>       assert round(result, 2) == round(expected_population, 2)E       assert 661.44 == 836.8;>       assert round(result, 2) == round(expected_population, 2)E       assert 3354.53 == 2586.03",3,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting78/answer.py,41,17,59,True,5,5.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting79/answer.py,14,0,100,True,2,2.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting80/answer.py,34,0,100,False,4,3.0,1.0,0.0,">           u, v, w = edges.pop(0)E           IndexError: pop from empty list",0,0,0,0,0,1,0
data/conceptual_prompting/testdirs/conceptual_prompting81/answer.py,18,8,56,False,2,1.0,1.0,0.0,">       assert species_area_relationship(0.15, 1000, 500) == pytest.approx(0.693)E       assert 0.9012504626108302 == 0.693 ± 6.9e-07",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting82/answer.py,17,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting83/answer.py,7,4,43,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting84/answer.py,9,0,100,False,5,3.0,2.0,0.0,>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>,0,2,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting85/answer.py,11,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting86/answer.py,23,0,100,False,3,1.0,2.0,0.0,">       assert np.array_equal(result, expected_connectivity_matrix)E       assert False;>       assert result == expected_connected_pairsE       assert [] == [(0, 1), (1, 2)]",2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting87/answer.py,25,0,100,False,3,0.0,3.0,0.0,">       assert next_population(100, 0.3, 0.1, 500) == 110E       assert 116.0 == 110;>       assert np.isclose(apply_environmental_stochasticity(100, 0.05), 99.40441493)E       assert False;>           assert np.isclose(sim_pop[i], expected_pop[i])E           assert False",3,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting88/answer.py,9,0,100,False,4,3.0,1.0,0.0,">       assert cumulative_distribution_function(prob_dist) == expected_cdfE       assert [0.1, 0.30000...00000001, 1.0] == [0.1, 0.3, 0.6, 1.0]",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting89/answer.py,33,4,88,False,2,0.0,2.0,0.0,">       assert np.array_equal(computed_distance_matrix, expected_distance_matrix)E       assert False;>       assert tsp_dp(cities, distance_matrix) == 40E       assert 51 == 40",2,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting90/answer.py,9,5,44,False,1,0.0,1.0,0.0,">       assert potential_energy(100, 0.1) == 0.5E       assert 0.5000000000000001 == 0.5",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting91/answer.py,16,9,44,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting92/answer.py,28,6,79,True,6,6.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting93/answer.py,15,0,100,True,1,1.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting94/answer.py,5,0,100,True,4,4.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting95/answer.py,24,0,100,True,3,3.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting96/answer.py,10,4,60,False,1,0.0,1.0,0.0,">       assert round(result_1, 2) == 116.00E       assert 116.67 == 116.0",1,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting97/answer.py,20,11,45,True,2,2.0,0.0,0.0,,0,0,0,0,0,0,0
data/conceptual_prompting/testdirs/conceptual_prompting98/answer.py,12,2,83,False,4,1.0,3.0,0.0,">       assert pytest.approx(gini_coefficient([40000, 80000, 20000, 100000, 60000])) == 0.24489796E       assert 0.6666666666666667 ± 6.7e-07 == 0.24489796;>       gini = (sum_of_absolute_differences / mean_income) / nE       ZeroDivisionError: float division by zero;>       with pytest.raises(ValueError):E       Failed: DID NOT RAISE <class 'ValueError'>",1,1,0,0,0,0,1
data/conceptual_prompting/testdirs/conceptual_prompting99/answer.py,44,4,91,False,0,0.0,0.0,1.0,E   TypeError: unsupported operand type(s) for ** or pow(): 'float' and 'csr_matrix',0,0,0,1,0,0,0
